"","date","Reference","Gear","Description","cpue_gper100m2","long_name","bay_segment","Longitude","Latitude"
"2400",2006-10-02,"TBM2006100102",20,"None",0,"Old Tampa Bay","OTB",-82.53555,27.935217
"2401",2006-10-02,"TBM2006100102",20,"None",NA,"Old Tampa Bay","OTB",-82.53555,27.935217
"2402",2006-10-02,"TBM2006100103",20,"None",0,"Old Tampa Bay","OTB",-82.5315,27.92455
"2403",2006-10-02,"TBM2006100103",20,"None",NA,"Old Tampa Bay","OTB",-82.5315,27.92455
"2404",2006-10-02,"TBM2006100104",300,"Starfish",0.161899622234215,"Old Tampa Bay","OTB",-82.601,27.93775
"2405",2006-10-02,"TBM2006100104",300,"Tunicates",0.0404749055585537,"Old Tampa Bay","OTB",-82.601,27.93775
"2406",2006-10-02,"TBM2006100105",300,"Starfish",0.337290879654614,"Old Tampa Bay","OTB",-82.673617,27.948
"2407",2006-10-02,"TBM2006100106",20,"None",0,"Old Tampa Bay","OTB",-82.68325,27.96335
"2408",2006-10-02,"TBM2006100107",300,"Caulerpa spp.",0.21302581872923,"Old Tampa Bay","OTB",-82.677183,27.994083
"2409",2006-10-02,"TBM2006100107",300,"Gracilaria spp.",0.142017212486153,"Old Tampa Bay","OTB",-82.677183,27.994083
"2410",2006-10-02,"TBM2006100108",20,"None",0,"Old Tampa Bay","OTB",-82.622733,27.9951
"2411",2006-10-02,"TBM2006100108",20,"None",NA,"Old Tampa Bay","OTB",-82.622733,27.9951
"2412",2006-10-17,"TBM2006100901",160,"Gracilaria spp.",1.09223300970874,"Old Tampa Bay","OTB",-82.709233,27.957783
"2413",2006-10-17,"TBM2006100901",160,"Mangrove seeds/propogules",0.121359223300971,"Old Tampa Bay","OTB",-82.709233,27.957783
"2414",2006-10-17,"TBM2006100901",160,"None",NA,"Old Tampa Bay","OTB",-82.709233,27.957783
"2415",2006-10-17,"TBM2006100902",20,"Algae: Filamentous green",1.42857142857143,"Old Tampa Bay","OTB",-82.7145,27.933367
"2416",2006-10-17,"TBM2006100902",20,"None",NA,"Old Tampa Bay","OTB",-82.7145,27.933367
"2417",2006-10-17,"TBM2006100903",160,"None",0,"Old Tampa Bay","OTB",-82.690783,28.031183
"2418",2006-10-17,"TBM2006100903",160,"None",NA,"Old Tampa Bay","OTB",-82.690783,28.031183
"2419",2006-10-17,"TBM2006100904",20,"None",0,"Old Tampa Bay","OTB",-82.6433,28.025833
"2420",2006-10-17,"TBM2006100904",20,"None",NA,"Old Tampa Bay","OTB",-82.6433,28.025833
"2421",2006-10-17,"TBM2006100905",160,"Gracilaria spp.",2.42718446601942,"Old Tampa Bay","OTB",-82.6166,28.005983
"2422",2006-10-17,"TBM2006100905",160,"None",NA,"Old Tampa Bay","OTB",-82.6166,28.005983
"2423",2006-10-17,"TBM2006100906",160,"None",0,"Old Tampa Bay","OTB",-82.54715,27.953933
"2424",2006-10-20,"TBM2006101105",20,"Syringodium spp.",0.214285714285714,"Old Tampa Bay","OTB",-82.54175,27.84195
"2425",2006-10-20,"TBM2006101105",20,"Thalassia spp.",0.0714285714285714,"Old Tampa Bay","OTB",-82.54175,27.84195
"2426",2006-10-20,"TBM2006101105",20,"Algae: Drift",0.0357142857142857,"Old Tampa Bay","OTB",-82.54175,27.84195
"2427",2006-10-20,"TBM2006101105",20,"Mangrove seeds/propogules",0.0357142857142857,"Old Tampa Bay","OTB",-82.54175,27.84195
"2428",2006-10-20,"TBM2006101106",300,"Sponges",1.10386106068783,"Old Tampa Bay","OTB",-82.55285,27.870683
"2429",2006-10-20,"TBM2006101106",300,"Perna viridis (Asian green mussel)",0.735907373791885,"Old Tampa Bay","OTB",-82.55285,27.870683
"2430",2006-10-26,"TBM2006101201",20,"None",0,"Old Tampa Bay","OTB",-82.595917,27.852867
"2431",2006-10-26,"TBM2006101201",20,"None",NA,"Old Tampa Bay","OTB",-82.595917,27.852867
"2432",2006-10-26,"TBM2006101202",160,"None",0,"Old Tampa Bay","OTB",-82.596483,27.876733
"2433",2006-10-26,"TBM2006101202",160,"None",NA,"Old Tampa Bay","OTB",-82.596483,27.876733
"2434",2006-10-26,"TBM2006101203",160,"None",0,"Old Tampa Bay","OTB",-82.598117,27.87635
"2435",2006-10-26,"TBM2006101203",160,"None",NA,"Old Tampa Bay","OTB",-82.598117,27.87635
"2436",2006-11-01,"TBM2006110201",160,"None",0,"Old Tampa Bay","OTB",-82.580217,27.976467
"2437",2006-11-01,"TBM2006110201",160,"None",NA,"Old Tampa Bay","OTB",-82.580217,27.976467
"2438",2006-11-01,"TBM2006110202",20,"None",0,"Old Tampa Bay","OTB",-82.595933,27.973967
"2439",2006-11-01,"TBM2006110202",20,"None",NA,"Old Tampa Bay","OTB",-82.595933,27.973967
"2440",2006-11-01,"TBM2006110203",160,"None",0,"Old Tampa Bay","OTB",-82.68955,27.972033
"2441",2006-11-01,"TBM2006110203",160,"None",NA,"Old Tampa Bay","OTB",-82.68955,27.972033
"2442",2006-11-01,"TBM2006110204",160,"Algae: Filamentous green",0.327669902912621,"Old Tampa Bay","OTB",-82.722433,27.936667
"2443",2006-11-01,"TBM2006110204",160,"Ctenophores",0.0364077669902913,"Old Tampa Bay","OTB",-82.722433,27.936667
"2444",2006-11-01,"TBM2006110205",160,"None",0,"Old Tampa Bay","OTB",-82.697317,27.923067
"2445",2006-11-01,"TBM2006110205",160,"None",NA,"Old Tampa Bay","OTB",-82.697317,27.923067
"2446",2006-11-01,"TBM2006110206",20,"Algae: Mixed",0.714285714285714,"Old Tampa Bay","OTB",-82.647283,27.966883
"2447",2006-11-01,"TBM2006110206",20,"None",NA,"Old Tampa Bay","OTB",-82.647283,27.966883
"2448",2006-11-01,"TBM2006110207",20,"None",0,"Old Tampa Bay","OTB",-82.6512,27.967167
"2449",2006-11-01,"TBM2006110207",20,"None",NA,"Old Tampa Bay","OTB",-82.6512,27.967167
"2450",2006-11-02,"TBM2006110601",300,"Starfish",0.047220723151646,"Old Tampa Bay","OTB",-82.6569,27.954267
"2451",2006-11-02,"TBM2006110601",300,"Tunicates",0.0202374527792768,"Old Tampa Bay","OTB",-82.6569,27.954267
"2452",2006-11-02,"TBM2006110602",20,"None",0,"Old Tampa Bay","OTB",-82.536317,27.933267
"2453",2006-11-02,"TBM2006110602",20,"None",NA,"Old Tampa Bay","OTB",-82.536317,27.933267
"2454",2006-11-02,"TBM2006110603",300,"None",0,"Old Tampa Bay","OTB",-82.575433,27.917717
"2455",2006-11-02,"TBM2006110604",300,"Sponges",2.69832703723691,"Old Tampa Bay","OTB",-82.5879,27.8594
"2456",2006-11-02,"TBM2006110605",300,"Tunicates",1.82137075013492,"Old Tampa Bay","OTB",-82.6109,27.909133
"2457",2006-11-02,"TBM2006110605",300,"Sponges",0.202374527792768,"Old Tampa Bay","OTB",-82.6109,27.909133
"2458",2006-11-02,"TBM2006110606",20,"None",0,"Old Tampa Bay","OTB",-82.655183,27.910833
"2459",2006-11-02,"TBM2006110606",20,"None",NA,"Old Tampa Bay","OTB",-82.655183,27.910833
"2460",2006-11-02,"TBM2006110607",20,"None",0,"Old Tampa Bay","OTB",-82.6841,27.916367
"2461",2006-11-02,"TBM2006110607",20,"None",NA,"Old Tampa Bay","OTB",-82.6841,27.916367
"2462",2006-11-02,"TBM2006110608",20,"None",0,"Old Tampa Bay","OTB",-82.721567,27.954133
"2463",2006-11-02,"TBM2006110608",20,"None",NA,"Old Tampa Bay","OTB",-82.721567,27.954133
"2464",2006-11-06,"TBM2006110701",20,"None",0,"Old Tampa Bay","OTB",-82.539583,27.882233
"2465",2006-11-06,"TBM2006110701",20,"None",NA,"Old Tampa Bay","OTB",-82.539583,27.882233
"2466",2006-11-06,"TBM2006110702",20,"Ctenophores",0.171428571428571,"Old Tampa Bay","OTB",-82.586517,27.873817
"2467",2006-11-06,"TBM2006110702",20,"Algae: Mixed",0.0428571428571429,"Old Tampa Bay","OTB",-82.586517,27.873817
"2468",2006-11-06,"TBM2006110703",20,"None",0,"Old Tampa Bay","OTB",-82.581967,27.835117
"2469",2006-12-05,"TBM2006120603",300,"Algae: Mixed",0.803073522987177,"Old Tampa Bay","OTB",-82.582067,27.85795
"2470",2006-12-05,"TBM2006120603",300,"Tunicates",0.481844113792306,"Old Tampa Bay","OTB",-82.582067,27.85795
"2471",2006-12-05,"TBM2006120603",300,"Sponges",0.321229409194871,"Old Tampa Bay","OTB",-82.582067,27.85795
"2472",2006-12-14,"TBM2006120701",20,"Algae: Filamentous green",0.357142857142857,"Old Tampa Bay","OTB",-82.569983,27.97345
"2473",2006-12-14,"TBM2006120702",20,"Gracilaria spp.",2.85714285714286,"Old Tampa Bay","OTB",-82.6151,27.981567
"2474",2006-12-14,"TBM2006120702",20,"None",NA,"Old Tampa Bay","OTB",-82.6151,27.981567
"2475",2006-12-14,"TBM2006120703",160,"Algae: Mixed",1.09223300970874,"Old Tampa Bay","OTB",-82.604233,27.98235
"2476",2006-12-14,"TBM2006120703",160,"Sponges",0.121359223300971,"Old Tampa Bay","OTB",-82.604233,27.98235
"2477",2006-12-14,"TBM2006120703",160,"None",NA,"Old Tampa Bay","OTB",-82.604233,27.98235
"2478",2006-12-14,"TBM2006120704",20,"None",0,"Old Tampa Bay","OTB",-82.657167,27.999517
"2479",2006-12-14,"TBM2006120704",20,"None",NA,"Old Tampa Bay","OTB",-82.657167,27.999517
"2480",2006-12-14,"TBM2006120705",160,"Algae: Mixed",0.0242718446601942,"Old Tampa Bay","OTB",-82.676317,28.004083
"2481",2006-12-14,"TBM2006120705",160,"None",NA,"Old Tampa Bay","OTB",-82.676317,28.004083
"2482",2006-12-14,"TBM2006120706",160,"None",0,"Old Tampa Bay","OTB",-82.7222,27.946133
"2483",2006-12-14,"TBM2006120706",160,"None",NA,"Old Tampa Bay","OTB",-82.7222,27.946133
"2484",2006-12-14,"TBM2006120707",160,"Ulva spp.",0.0121359223300971,"Old Tampa Bay","OTB",-82.672333,27.912733
"2485",2006-12-14,"TBM2006120707",160,"None",NA,"Old Tampa Bay","OTB",-82.672333,27.912733
"2486",2006-12-06,"TBM2006121001",300,"Perna viridis (Asian green mussel)",0.321229409194871,"Old Tampa Bay","OTB",-82.633583,27.962933
"2487",2006-12-06,"TBM2006121001",300,"None",NA,"Old Tampa Bay","OTB",-82.633583,27.962933
"2488",2006-12-06,"TBM2006121002",300,"Starfish",0.102653745981839,"Old Tampa Bay","OTB",-82.637867,27.9327
"2489",2006-12-06,"TBM2006121002",300,"Mixed Invertebrates",0.0439944625636453,"Old Tampa Bay","OTB",-82.637867,27.9327
"2490",2006-12-06,"TBM2006121003",20,"Algae: Mixed",3.57142857142857,"Old Tampa Bay","OTB",-82.535633,27.884017
"2491",2006-12-06,"TBM2006121003",20,"None",NA,"Old Tampa Bay","OTB",-82.535633,27.884017
"2492",2006-12-06,"TBM2006121004",20,"None",0,"Old Tampa Bay","OTB",-82.533983,27.929583
"2493",2006-12-06,"TBM2006121004",20,"None",NA,"Old Tampa Bay","OTB",-82.533983,27.929583
"2494",2006-12-06,"TBM2006121005",300,"Sand",1.02793410942359,"Old Tampa Bay","OTB",-82.56475,27.950517
"2495",2006-12-06,"TBM2006121005",300,"Algae: Mixed",1.02793410942359,"Old Tampa Bay","OTB",-82.56475,27.950517
"2496",2006-12-06,"TBM2006121005",300,"Sponges",0.513967054711793,"Old Tampa Bay","OTB",-82.56475,27.950517
"2497",2006-12-06,"TBM2006121006",20,"None",0,"Old Tampa Bay","OTB",-82.548317,27.952833
"2498",2006-12-06,"TBM2006121007",20,"None",0,"Old Tampa Bay","OTB",-82.565967,27.965467
"2499",2006-12-06,"TBM2006121007",20,"None",NA,"Old Tampa Bay","OTB",-82.565967,27.965467
"2500",2006-12-06,"TBM2006121101",160,"Gracilaria spp.",0.388349514563107,"Old Tampa Bay","OTB",-82.600867,27.875733
"2501",2006-12-06,"TBM2006121101",160,"Sponges",0.0970873786407767,"Old Tampa Bay","OTB",-82.600867,27.875733
"2502",2006-12-06,"TBM2006121102",20,"None",0,"Old Tampa Bay","OTB",-82.59065,27.865
"2503",2006-12-06,"TBM2006121105",160,"None",0,"Old Tampa Bay","OTB",-82.537683,27.8352
"2504",2006-12-06,"TBM2006121105",160,"None",NA,"Old Tampa Bay","OTB",-82.537683,27.8352
"2505",2006-12-06,"TBM2006121106",160,"None",0,"Old Tampa Bay","OTB",-82.544333,27.863717
"2506",2006-12-06,"TBM2006121106",160,"None",NA,"Old Tampa Bay","OTB",-82.544333,27.863717
"2507",2007-01-04,"TBM2007010302",300,"Gracilaria spp.",0.337290879654614,"Old Tampa Bay","OTB",-82.6735,28.01065
"2508",2007-01-04,"TBM2007010302",300,"Tunicates",0.337290879654614,"Old Tampa Bay","OTB",-82.6735,28.01065
"2509",2007-01-04,"TBM2007010303",300,"Mud",0.674581759309228,"Old Tampa Bay","OTB",-82.714033,27.945783
"2510",2007-01-04,"TBM2007010303",300,"Gracilaria spp.",0.289106468275384,"Old Tampa Bay","OTB",-82.714033,27.945783
"2511",2007-01-04,"TBM2007010304",300,"Sponges",2.42849433351322,"Old Tampa Bay","OTB",-82.5557,27.952583
"2512",2007-01-04,"TBM2007010304",300,"Grasses: Mixed",0.269832703723691,"Old Tampa Bay","OTB",-82.5557,27.952583
"2513",2007-01-22,"TBM2007010901",160,"None",0,"Old Tampa Bay","OTB",-82.539733,27.881567
"2514",2007-01-22,"TBM2007010901",160,"None",NA,"Old Tampa Bay","OTB",-82.539733,27.881567
"2515",2007-01-22,"TBM2007010902",160,"Algae: Mixed",24.2694174757282,"Old Tampa Bay","OTB",-82.545617,27.863783
"2516",2007-01-22,"TBM2007010902",160,"None",NA,"Old Tampa Bay","OTB",-82.545617,27.863783
"2517",2007-01-22,"TBM2007010903",20,"None",0,"Old Tampa Bay","OTB",-82.542433,27.867767
"2518",2007-01-22,"TBM2007010903",20,"None",NA,"Old Tampa Bay","OTB",-82.542433,27.867767
"2519",2007-01-22,"TBM2007010904",20,"None",0,"Old Tampa Bay","OTB",-82.533917,27.931583
"2520",2007-01-22,"TBM2007010904",20,"None",NA,"Old Tampa Bay","OTB",-82.533917,27.931583
"2521",2007-01-22,"TBM2007010905",20,"None",0,"Old Tampa Bay","OTB",-82.5355,27.90395
"2522",2007-01-22,"TBM2007010906",160,"None",0,"Old Tampa Bay","OTB",-82.533133,27.898017
"2523",2007-01-22,"TBM2007010906",160,"None",NA,"Old Tampa Bay","OTB",-82.533133,27.898017
"2524",2007-01-22,"TBM2007010907",20,"None",0,"Old Tampa Bay","OTB",-82.5332,27.895617
"2525",2007-01-22,"TBM2007010907",20,"None",NA,"Old Tampa Bay","OTB",-82.5332,27.895617
"2526",2007-01-23,"TBM2007011001",160,"Algae: Mixed",0.728155339805825,"Old Tampa Bay","OTB",-82.62125,27.99315
"2527",2007-01-23,"TBM2007011001",160,"None",NA,"Old Tampa Bay","OTB",-82.62125,27.99315
"2528",2007-01-23,"TBM2007011002",160,"Ulva spp.",1.09223300970874,"Old Tampa Bay","OTB",-82.659733,27.911567
"2529",2007-01-23,"TBM2007011002",160,"None",NA,"Old Tampa Bay","OTB",-82.659733,27.911567
"2530",2007-01-23,"TBM2007011003",20,"Gracilaria spp.",0.357142857142857,"Old Tampa Bay","OTB",-82.722533,27.939733
"2531",2007-01-23,"TBM2007011003",20,"None",NA,"Old Tampa Bay","OTB",-82.722533,27.939733
"2532",2007-01-23,"TBM2007011004",20,"Gracilaria spp.",7.14285714285714,"Old Tampa Bay","OTB",-82.560517,27.962
"2533",2007-01-23,"TBM2007011005",20,"Gracilaria spp.",0.571428571428572,"Old Tampa Bay","OTB",-82.618017,27.981983
"2534",2007-01-23,"TBM2007011005",20,"Sponges",0.142857142857143,"Old Tampa Bay","OTB",-82.618017,27.981983
"2535",2007-01-23,"TBM2007011006",20,"Gracilaria spp.",1.78571428571429,"Old Tampa Bay","OTB",-82.600483,27.975017
"2536",2007-01-23,"TBM2007011006",20,"Sponges",1.07142857142857,"Old Tampa Bay","OTB",-82.600483,27.975017
"2537",2007-01-23,"TBM2007011006",20,"Ulva spp.",0.714285714285714,"Old Tampa Bay","OTB",-82.600483,27.975017
"2538",2007-01-23,"TBM2007011007",160,"Grasses: Mixed",2.54854368932039,"Old Tampa Bay","OTB",-82.5704,27.968683
"2539",2007-01-23,"TBM2007011007",160,"Algae: Mixed",0.728155339805825,"Old Tampa Bay","OTB",-82.5704,27.968683
"2540",2007-01-23,"TBM2007011007",160,"Oysters",0.364077669902913,"Old Tampa Bay","OTB",-82.5704,27.968683
"2541",2007-01-12,"TBM2007011101",20,"None",0,"Old Tampa Bay","OTB",-82.61835,27.881667
"2542",2007-01-12,"TBM2007011101",20,"None",NA,"Old Tampa Bay","OTB",-82.61835,27.881667
"2543",2007-02-02,"TBM2007020601",20,"None",0,"Old Tampa Bay","OTB",-82.55315,27.855117
"2544",2007-02-02,"TBM2007020601",20,"None",NA,"Old Tampa Bay","OTB",-82.55315,27.855117
"2545",2007-02-02,"TBM2007020602",160,"Algae: Mixed",0.0121359223300971,"Old Tampa Bay","OTB",-82.546017,27.857233
"2546",2007-02-02,"TBM2007020602",160,"None",NA,"Old Tampa Bay","OTB",-82.546017,27.857233
"2547",2007-02-02,"TBM2007020603",160,"Algae: Mixed",0.0485436893203883,"Old Tampa Bay","OTB",-82.543317,27.863583
"2548",2007-02-02,"TBM2007020603",160,"None",NA,"Old Tampa Bay","OTB",-82.543317,27.863583
"2549",2007-02-02,"TBM2007020604",20,"None",0,"Old Tampa Bay","OTB",-82.532017,27.87385
"2550",2007-02-02,"TBM2007020604",20,"None",NA,"Old Tampa Bay","OTB",-82.532017,27.87385
"2551",2007-02-02,"TBM2007020605",160,"Algae: Mixed",0.0242718446601942,"Old Tampa Bay","OTB",-82.53985,27.881833
"2552",2007-02-02,"TBM2007020605",160,"None",NA,"Old Tampa Bay","OTB",-82.53985,27.881833
"2553",2007-02-14,"TBM2007020901",160,"Algae: Mixed",5.09708737864078,"Old Tampa Bay","OTB",-82.596817,27.974383
"2554",2007-02-14,"TBM2007020901",160,"Ulva spp.",3.39805825242718,"Old Tampa Bay","OTB",-82.596817,27.974383
"2555",2007-02-14,"TBM2007020902",160,"Gracilaria spp.",0.655339805825243,"Old Tampa Bay","OTB",-82.564183,27.966733
"2556",2007-02-14,"TBM2007020902",160,"Sponges",0.0728155339805825,"Old Tampa Bay","OTB",-82.564183,27.966733
"2557",2007-02-14,"TBM2007020902",160,"None",NA,"Old Tampa Bay","OTB",-82.564183,27.966733
"2558",2007-02-14,"TBM2007020903",20,"None",0,"Old Tampa Bay","OTB",-82.666783,27.994167
"2559",2007-02-14,"TBM2007020903",20,"None",NA,"Old Tampa Bay","OTB",-82.666783,27.994167
"2560",2007-02-14,"TBM2007020904",160,"None",0,"Old Tampa Bay","OTB",-82.671767,28.031433
"2561",2007-02-14,"TBM2007020904",160,"None",NA,"Old Tampa Bay","OTB",-82.671767,28.031433
"2562",2007-02-14,"TBM2007020905",160,"None",0,"Old Tampa Bay","OTB",-82.6828,28.015383
"2563",2007-02-14,"TBM2007020905",160,"None",NA,"Old Tampa Bay","OTB",-82.6828,28.015383
"2564",2007-02-14,"TBM2007020906",20,"Gracilaria spp.",7.14285714285714,"Old Tampa Bay","OTB",-82.641283,28.016667
"2565",2007-02-14,"TBM2007020906",20,"None",NA,"Old Tampa Bay","OTB",-82.641283,28.016667
"2566",2007-02-14,"TBM2007020907",20,"Gracilaria spp.",1.42857142857143,"Old Tampa Bay","OTB",-82.637617,28.0066
"2567",2007-02-14,"TBM2007020907",20,"None",NA,"Old Tampa Bay","OTB",-82.637617,28.0066
"2568",2007-02-14,"TBM2007021001",300,"Starfish",0.269832703723691,"Old Tampa Bay","OTB",-82.619683,27.940733
"2569",2007-02-14,"TBM2007021001",300,"Gracilaria spp.",0.269832703723691,"Old Tampa Bay","OTB",-82.619683,27.940733
"2570",2007-02-14,"TBM2007021002",300,"Sponges",1.88882892606584,"Old Tampa Bay","OTB",-82.5902,27.945517
"2571",2007-02-14,"TBM2007021002",300,"Gracilaria spp.",0.23610361575823,"Old Tampa Bay","OTB",-82.5902,27.945517
"2572",2007-02-14,"TBM2007021002",300,"Starfish",0.23610361575823,"Old Tampa Bay","OTB",-82.5902,27.945517
"2573",2007-02-14,"TBM2007021003",300,"Gracilaria spp.",1.34916351861846,"Old Tampa Bay","OTB",-82.5508,27.944933
"2574",2007-02-14,"TBM2007021003",300,"Sponges",1.07933081489477,"Old Tampa Bay","OTB",-82.5508,27.944933
"2575",2007-02-14,"TBM2007021003",300,"Mud",0.269832703723691,"Old Tampa Bay","OTB",-82.5508,27.944933
"2576",2007-02-14,"TBM2007021004",20,"None",0,"Old Tampa Bay","OTB",-82.537417,27.94005
"2577",2007-02-14,"TBM2007021005",20,"None",0,"Old Tampa Bay","OTB",-82.630433,27.90665
"2578",2007-02-14,"TBM2007021005",20,"None",NA,"Old Tampa Bay","OTB",-82.630433,27.90665
"2579",2007-02-14,"TBM2007021006",20,"None",0,"Old Tampa Bay","OTB",-82.705033,27.926633
"2580",2007-02-14,"TBM2007021007",20,"None",0,"Old Tampa Bay","OTB",-82.701167,27.9602
"2581",2007-02-15,"TBM2007021101",20,"None",0,"Old Tampa Bay","OTB",-82.555367,27.846067
"2582",2007-02-15,"TBM2007021102",20,"Gracilaria spp.",0.714285714285714,"Old Tampa Bay","OTB",-82.568917,27.863717
"2583",2007-02-15,"TBM2007021102",20,"None",NA,"Old Tampa Bay","OTB",-82.568917,27.863717
"2584",2007-03-05,"TBM2007030602",160,"None",0,"Old Tampa Bay","OTB",-82.552533,27.859333
"2585",2007-03-05,"TBM2007030602",160,"None",NA,"Old Tampa Bay","OTB",-82.552533,27.859333
"2586",2007-03-05,"TBM2007030603",20,"None",0,"Old Tampa Bay","OTB",-82.553283,27.832083
"2587",2007-03-06,"TBM2007030801",20,"None",0,"Old Tampa Bay","OTB",-82.622717,27.8987
"2588",2007-03-06,"TBM2007030802",300,"Sponges",2.15866162978953,"Old Tampa Bay","OTB",-82.57555,27.94945
"2589",2007-03-06,"TBM2007030802",300,"Algae: Mixed",0.269832703723691,"Old Tampa Bay","OTB",-82.57555,27.94945
"2590",2007-03-06,"TBM2007030802",300,"Perna viridis (Asian green mussel)",0.269832703723691,"Old Tampa Bay","OTB",-82.57555,27.94945
"2591",2007-03-06,"TBM2007030803",300,"Algae: Mixed",1.70420654983384,"Old Tampa Bay","OTB",-82.567483,27.953683
"2592",2007-03-06,"TBM2007030803",300,"Perna viridis (Asian green mussel)",0.21302581872923,"Old Tampa Bay","OTB",-82.567483,27.953683
"2593",2007-03-06,"TBM2007030803",300,"Sponges",0.21302581872923,"Old Tampa Bay","OTB",-82.567483,27.953683
"2594",2007-03-06,"TBM2007030804",300,"Sponges",0.202374527792769,"Old Tampa Bay","OTB",-82.557467,27.9144
"2595",2007-03-06,"TBM2007030804",300,"Tunicates",0.101187263896384,"Old Tampa Bay","OTB",-82.557467,27.9144
"2596",2007-03-06,"TBM2007030804",300,"Algae: Mixed",0.0337290879654614,"Old Tampa Bay","OTB",-82.557467,27.9144
"2597",2007-03-06,"TBM2007030805",20,"None",0,"Old Tampa Bay","OTB",-82.5274,27.9139
"2598",2007-03-06,"TBM2007030805",20,"None",NA,"Old Tampa Bay","OTB",-82.5274,27.9139
"2599",2007-03-06,"TBM2007030806",20,"None",0,"Old Tampa Bay","OTB",-82.53285,27.904617
"2600",2007-03-06,"TBM2007030807",20,"None",0,"Old Tampa Bay","OTB",-82.5363,27.903833
"2601",2007-03-13,"TBM2007031001",160,"Detritus",0.303398058252427,"Old Tampa Bay","OTB",-82.6982,27.913967
"2602",2007-03-13,"TBM2007031001",160,"Mud",0.242718446601942,"Old Tampa Bay","OTB",-82.6982,27.913967
"2603",2007-03-13,"TBM2007031001",160,"Man-made objects other than crab traps",0.0606796116504854,"Old Tampa Bay","OTB",-82.6982,27.913967
"2604",2007-03-13,"TBM2007031001",160,"None",NA,"Old Tampa Bay","OTB",-82.6982,27.913967
"2605",2007-03-13,"TBM2007031002",20,"None",0,"Old Tampa Bay","OTB",-82.619417,27.993367
"2606",2007-03-13,"TBM2007031002",20,"None",NA,"Old Tampa Bay","OTB",-82.619417,27.993367
"2607",2007-03-13,"TBM2007031003",20,"Gracilaria spp.",5,"Old Tampa Bay","OTB",-82.619733,28.0048
"2608",2007-03-13,"TBM2007031003",20,"None",NA,"Old Tampa Bay","OTB",-82.619733,28.0048
"2609",2007-03-13,"TBM2007031004",160,"Algae: Mixed",1.21359223300971,"Old Tampa Bay","OTB",-82.62125,28.004883
"2610",2007-03-13,"TBM2007031004",160,"None",NA,"Old Tampa Bay","OTB",-82.62125,28.004883
"2611",2007-03-13,"TBM2007031005",160,"Algae: Mixed",0.0242718446601942,"Old Tampa Bay","OTB",-82.640517,28.01505
"2612",2007-03-13,"TBM2007031005",160,"None",NA,"Old Tampa Bay","OTB",-82.640517,28.01505
"2613",2007-03-13,"TBM2007031006",20,"Algae: Mixed",2.14285714285714,"Old Tampa Bay","OTB",-82.650783,28.005617
"2614",2007-03-13,"TBM2007031007",160,"None",0,"Old Tampa Bay","OTB",-82.684883,27.990083
"2615",2007-03-13,"TBM2007031007",160,"None",NA,"Old Tampa Bay","OTB",-82.684883,27.990083
"2616",2007-04-13,"TBM2007040101",20,"None",0,"Old Tampa Bay","OTB",-82.534667,27.833233
"2617",2007-04-13,"TBM2007040101",20,"None",NA,"Old Tampa Bay","OTB",-82.534667,27.833233
"2618",2007-04-13,"TBM2007040102",160,"Gracilaria spp.",0.29126213592233,"Old Tampa Bay","OTB",-82.551667,27.848017
"2619",2007-04-13,"TBM2007040102",160,"None",NA,"Old Tampa Bay","OTB",-82.551667,27.848017
"2620",2007-04-13,"TBM2007040103",160,"Gracilaria spp.",2.42718446601942,"Old Tampa Bay","OTB",-82.551167,27.849167
"2621",2007-04-13,"TBM2007040104",160,"None",0,"Old Tampa Bay","OTB",-82.596317,27.858633
"2622",2007-04-13,"TBM2007040104",160,"None",NA,"Old Tampa Bay","OTB",-82.596317,27.858633
"2623",2007-04-02,"TBM2007040301",20,"Ctenophores",0.357142857142857,"Old Tampa Bay","OTB",-82.5399,27.943833
"2624",2007-04-02,"TBM2007040301",20,"None",NA,"Old Tampa Bay","OTB",-82.5399,27.943833
"2625",2007-04-02,"TBM2007040302",300,"Sponges",2.83324338909876,"Old Tampa Bay","OTB",-82.547317,27.93885
"2626",2007-04-02,"TBM2007040302",300,"Algae: Mixed",1.88882892606584,"Old Tampa Bay","OTB",-82.547317,27.93885
"2627",2007-04-02,"TBM2007040303",300,"Algae: Mixed",0.404749055585537,"Old Tampa Bay","OTB",-82.6403,27.931
"2628",2007-04-02,"TBM2007040303",300,"Starfish",0.269832703723691,"Old Tampa Bay","OTB",-82.6403,27.931
"2629",2007-04-02,"TBM2007040304",300,"Algae: Filamentous red",12.8170534268753,"Old Tampa Bay","OTB",-82.71835,27.946883
"2630",2007-04-02,"TBM2007040305",20,"Algae: Filamentous green",10.7142857142857,"Old Tampa Bay","OTB",-82.700883,27.92495
"2631",2007-04-02,"TBM2007040305",20,"None",NA,"Old Tampa Bay","OTB",-82.700883,27.92495
"2632",2007-04-02,"TBM2007040306",20,"Algae: Mixed",0.714285714285714,"Old Tampa Bay","OTB",-82.618617,27.88955
"2633",2007-04-02,"TBM2007040307",20,"None",0,"Old Tampa Bay","OTB",-82.61665,27.889167
"2634",2007-04-02,"TBM2007040308",20,"Ulva spp.",5,"Old Tampa Bay","OTB",-82.61795,27.881717
"2635",2007-04-02,"TBM2007040308",20,"Gracilaria spp.",2.14285714285714,"Old Tampa Bay","OTB",-82.61795,27.881717
